1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
UserData_20,Frame ID£º0x01,FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_STA_Shock,Frame ID£º0x02,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ALT_BAR,FC_SenserTMP,FC_STA_BAR,FC_STA_MAG,Frame ID£º0x03,FC_ATT_ROL,FC_ATT_PIT
0,0,-15,-2028,-108,597,-33,4,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2027,-101,596,-33,3,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2029,-102,595,-32,5,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2032,-110,594,-32,5,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2029,-95,596,-32,5,134,0,0,0,0,0,0,0,0,0,0,0
0,0,-25,-2030,-104,596,-34,3,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2035,-104,595,-31,4,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2031,-103,594,-33,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2033,-95,595,-32,2,127,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2034,-101,597,-34,4,119,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2032,-106,594,-33,4,119,0,0,0,0,0,0,0,0,0,0,0
0,0,-26,-2023,-106,595,-33,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2039,-106,597,-32,2,113,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2039,-106,595,-32,2,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2031,-112,596,-32,3,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2029,-97,595,-34,3,127,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2026,-112,594,-33,2,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2035,-102,596,-33,2,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2028,-100,596,-32,1,130,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2034,-100,595,-32,4,124,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2033,-90,595,-31,3,131,0,0,0,0,0,0,0,0,0,0,0
0,0,-12,-2039,-102,596,-32,3,123,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2033,-102,595,-33,3,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-27,-2038,-105,596,-33,3,105,0,0,0,0,0,0,0,0,0,0,0
0,0,-12,-2038,-101,595,-33,3,123,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2029,-102,596,-32,3,125,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2035,-102,596,-33,4,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2026,-103,597,-31,4,132,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2026,-104,595,-32,2,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2036,-103,596,-34,2,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2033,-111,597,-33,2,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2034,-105,596,-32,2,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2037,-94,597,-33,4,131,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2038,-100,596,-33,5,122,0,0,0,0,0,0,0,0,0,0,0
0,0,-25,-2035,-122,595,-34,2,90,0,0,0,0,0,0,0,0,0,0,0
0,0,-26,-2028,-113,596,-34,2,106,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2025,-114,595,-32,3,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2031,-110,596,-34,2,108,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2035,-112,597,-33,3,111,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2033,-106,596,-33,3,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2028,-107,596,-34,2,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-30,-2035,-115,597,-34,3,95,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2026,-117,597,-32,3,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2026,-106,597,-33,4,128,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2034,-117,596,-33,3,105,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2034,-103,595,-33,2,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-31,-2031,-115,595,-34,2,95,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2033,-109,595,-33,2,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2033,-106,595,-34,3,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2032,-101,597,-32,3,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2028,-111,596,-30,2,122,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2032,-109,595,-33,4,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2033,-110,597,-34,3,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2034,-100,597,-34,3,122,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2032,-109,595,-32,3,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2029,-104,594,-34,3,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2029,-109,595,-34,4,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2040,-109,597,-34,3,106,0,0,0,0,0,0,0,0,0,0,0
0,0,-25,-2036,-108,597,-34,3,106,0,0,0,0,0,0,0,0,0,0,0
0,0,-28,-2027,-101,596,-33,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-26,-2029,-107,597,-34,3,113,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2033,-104,598,-33,2,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2040,-98,596,-34,4,119,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2030,-104,598,-34,6,124,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2044,-99,596,-35,3,111,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2029,-113,595,-32,4,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2036,-106,599,-35,3,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2032,-101,598,-33,5,128,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2035,-100,596,-34,2,121,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2036,-115,597,-32,3,108,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2035,-113,597,-33,2,105,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2034,-113,596,-34,3,108,0,0,0,0,0,0,0,0,0,0,0
0,0,-27,-2035,-103,594,-34,3,107,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2034,-106,595,-34,2,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2035,-97,596,-32,4,130,0,0,0,0,0,0,0,0,0,0,0
0,0,-30,-2026,-119,594,-32,3,99,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2030,-107,597,-32,3,124,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2032,-120,597,-33,3,102,0,0,0,0,0,0,0,0,0,0,0
0,0,-25,-2032,-108,598,-34,2,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-25,-2022,-110,597,-34,1,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2024,-101,599,-34,4,130,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2031,-115,596,-32,3,113,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2032,-104,596,-34,4,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2030,-107,597,-33,2,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2034,-104,596,-32,3,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2035,-107,596,-33,3,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-26,-2044,-94,595,-34,3,109,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2024,-96,596,-32,5,137,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2032,-106,596,-33,2,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-9,-2027,-105,594,-34,4,132,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2033,-105,596,-34,2,111,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2032,-106,596,-34,2,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2031,-102,597,-33,1,125,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2035,-94,598,-34,2,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-13,-2035,-102,596,-34,3,124,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2028,-111,595,-33,4,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2030,-106,597,-33,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2030,-102,596,-35,2,123,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2036,-109,597,-34,3,107,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2022,-105,596,-33,4,132,0,0,0,0,0,0,0,0,0,0,0
0,0,-12,-2030,-100,595,-32,3,133,0,0,0,0,0,0,0,0,0,0,0
0,0,-28,-2033,-106,596,-32,3,109,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2035,-98,596,-32,4,121,0,0,0,0,0,0,0,0,0,0,0
0,0,-12,-2039,-104,596,-34,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2035,-107,595,-34,4,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2038,-107,596,-32,4,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-10,-2032,-106,597,-32,3,129,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2035,-104,595,-34,4,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2030,-113,597,-34,1,114,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2036,-106,596,-33,3,109,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2033,-109,596,-34,3,108,0,0,0,0,0,0,0,0,0,0,0
0,0,-27,-2032,-111,597,-34,3,105,0,0,0,0,0,0,0,0,0,0,0
0,0,-32,-2027,-115,597,-32,3,103,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2029,-103,596,-32,4,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-26,-2038,-111,597,-33,4,102,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2029,-114,597,-32,4,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-14,-2037,-106,597,-34,5,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2033,-94,595,-33,2,127,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2034,-109,595,-34,4,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-14,-2025,-98,596,-34,3,137,0,0,0,0,0,0,0,0,0,0,0
0,0,-15,-2029,-98,596,-35,4,132,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2034,-92,596,-33,3,131,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2024,-97,597,-34,4,138,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2030,-104,598,-34,3,124,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2031,-107,598,-33,2,121,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2031,-109,597,-33,2,112,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2028,-106,597,-33,4,125,0,0,0,0,0,0,0,0,0,0,0
0,0,-23,-2034,-103,597,-31,2,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-16,-2032,-101,597,-33,3,127,0,0,0,0,0,0,0,0,0,0,0
0,0,-14,-2028,-111,595,-32,3,122,0,0,0,0,0,0,0,0,0,0,0
0,0,-14,-2037,-105,595,-34,4,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2033,-108,596,-31,2,117,0,0,0,0,0,0,0,0,0,0,0
0,0,-14,-2030,-114,595,-33,3,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-10,-2029,-112,595,-33,3,123,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2034,-112,595,-33,2,108,0,0,0,0,0,0,0,0,0,0,0
0,0,-17,-2033,-108,596,-33,2,116,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2035,-107,596,-32,2,112,0,0,0,0,0,0,0,0,0,0,0
0,0,-22,-2034,-110,596,-33,4,110,0,0,0,0,0,0,0,0,0,0,0
0,0,-19,-2031,-108,597,-33,3,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2034,-105,597,-33,2,115,0,0,0,0,0,0,0,0,0,0,0
0,0,-24,-2035,-98,597,-32,3,120,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2037,-119,596,-33,3,98,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,-2031,-104,596,-34,2,118,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2037,-94,597,-32,4,126,0,0,0,0,0,0,0,0,0,0,0
0,0,-18,-2030,-103,597,-33,3,125,0,0,0,0,0,0,0,0,0,0,0
0,0,-21,-2027,-113,598,-32,2,116,0,0,0,0,0,0,0,0,0,0,0
