1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
UserData_20,Frame ID£º0x01,FC_ACC_X,FC_ACC_Y,FC_ACC_Z,FC_GYR_X,FC_GYR_Y,FC_GYR_Z,FC_STA_Shock,Frame ID£º0x02,FC_MAG_X,FC_MAG_Y,FC_MAG_Z,FC_ALT_BAR,FC_SenserTMP,FC_STA_BAR,FC_STA_MAG,Frame ID£º0x03,FC_ATT_ROL,FC_ATT_PIT
0,0,79,2038,160,-14,15,-64,97,0,0,0,0,0,0,0,0,0,0,0
0,0,72,2033,173,-12,13,-63,99,0,0,0,0,0,0,0,0,0,0,0
0,0,70,2037,175,-13,11,-62,101,0,0,0,0,0,0,0,0,0,0,0
0,0,71,2039,176,-13,14,-61,109,0,0,0,0,0,0,0,0,0,0,0
0,0,73,2034,172,-13,15,-61,103,0,0,0,0,0,0,0,0,0,0,0
0,0,72,2036,167,-13,13,-62,96,0,0,0,0,0,0,0,0,0,0,0
0,0,84,2040,166,-11,12,-60,114,0,0,0,0,0,0,0,0,0,0,0
0,0,76,2043,165,-14,12,-61,104,0,0,0,0,0,0,0,0,0,0,0
0,0,74,2029,165,-13,13,-60,91,0,0,0,0,0,0,0,0,0,0,0
0,0,79,2044,160,-13,13,-61,105,0,0,0,0,0,0,0,0,0,0,0
0,0,81,2037,161,-12,15,-62,103,0,0,0,0,0,0,0,0,0,0,0
0,0,80,2042,170,-12,15,-62,116,0,0,0,0,0,0,0,0,0,0,0
0,0,67,2042,163,-14,14,-62,93,0,0,0,0,0,0,0,0,0,0,0
0,0,80,2032,163,-15,15,-61,97,0,0,0,0,0,0,0,0,0,0,0
0,0,72,2039,166,-13,13,-60,100,0,0,0,0,0,0,0,0,0,0,0
0,0,73,2039,163,-13,13,-61,97,0,0,0,0,0,0,0,0,0,0,0
0,0,76,2046,153,-14,13,-63,94,0,0,0,0,0,0,0,0,0,0,0
0,0,75,2030,178,-15,13,-61,103,0,0,0,0,0,0,0,0,0,0,0
0,0,79,2036,170,-13,12,-61,106,0,0,0,0,0,0,0,0,0,0,0
0,0,80,2035,162,-13,13,-62,98,0,0,0,0,0,0,0,0,0,0,0
0,0,81,2038,174,-14,14,-61,115,0,0,0,0,0,0,0,0,0,0,0
0,0,77,2042,173,-14,12,-62,111,0,0,0,0,0,0,0,0,0,0,0
