-0.210967,-0.801882,-0.518379
-0.213674,-0.797649,-0.516930
-0.201361,-0.805989,-0.519942
-0.216713,-0.801125,-0.501140
-0.216713,-0.801125,-0.501140
-0.226170,-0.803604,-0.518073
-0.208263,-0.807507,-0.521338
-0.212182,-0.798748,-0.526281
-0.224671,-0.800527,-0.522894
-0.205601,-0.797979,-0.502993
-0.215395,-0.810952,-0.508607
-0.198547,-0.800263,-0.517074
-0.202711,-0.801784,-0.516952
-0.205258,-0.797177,-0.526449
-0.200020,-0.801894,-0.512307
-0.195881,-0.801819,-0.512375
-0.210043,-0.815402,-0.502283
-0.209830,-0.810744,-0.511826
-0.202931,-0.810619,-0.511940
-0.208247,-0.797762,-0.510766
-0.198689,-0.803368,-0.510712
-0.206871,-0.814389,-0.530476
-0.225097,-0.823711,-0.520475
-0.216397,-0.803161,-0.526052
-0.213985,-0.806697,-0.505663
-0.205588,-0.803494,-0.510598
-0.214047,-0.802681,-0.496441
-0.209764,-0.798108,-0.501361
-0.205997,-0.816933,-0.497607
-0.209821,-0.805176,-0.505785
-0.212505,-0.800889,-0.505899
-0.212505,-0.800889,-0.505899
-0.198323,-0.802513,-0.535732
-0.199819,-0.804197,-0.529401
-0.192893,-0.801234,-0.528058
-0.212217,-0.791894,-0.515603
-0.205517,-0.801942,-0.513779
-0.208249,-0.799154,-0.512276
-0.210974,-0.792190,-0.506243
-0.190293,-0.801558,-0.517158
-0.199899,-0.797451,-0.515595
-0.195739,-0.812582,-0.535403
-0.209803,-0.807907,-0.510369
-0.206508,-0.801057,-0.540339
-0.206585,-0.792918,-0.525023
-0.206585,-0.792918,-0.525023
-0.199778,-0.806875,-0.535548
-0.202327,-0.803659,-0.546556
-0.205370,-0.796052,-0.517120
-0.216637,-0.810656,-0.517966
-0.221916,-0.789393,-0.509295
-0.208345,-0.802152,-0.509042
-0.211038,-0.803434,-0.515198
-0.222161,-0.799673,-0.504229
-0.212413,-0.800675,-0.512154
-0.216413,-0.799038,-0.519958
-0.217674,-0.796011,-0.524733
-0.202510,-0.790219,-0.517380
-0.202469,-0.792896,-0.523528
-0.201089,-0.792871,-0.523551
-0.216640,-0.798180,-0.502810
-0.210798,-0.782071,-0.506618
-0.216406,-0.794861,-0.515427
-0.219573,-0.806958,-0.500880
-0.213901,-0.796791,-0.499782
-0.209951,-0.801320,-0.491872
-0.221932,-0.799138,-0.519866
-0.219413,-0.806584,-0.511826
-0.226269,-0.794126,-0.499683
-0.227678,-0.798382,-0.502627
-0.216491,-0.790899,-0.504642
-0.208187,-0.789302,-0.504832
-0.208187,-0.789302,-0.504832
-0.211029,-0.797866,-0.509157
-0.206750,-0.796077,-0.517097
-0.221878,-0.793463,-0.516953
-0.209441,-0.795967,-0.521743
-0.223296,-0.789418,-0.509272
-0.211111,-0.792511,-0.496861
-0.220896,-0.799915,-0.496433
-0.219388,-0.805138,-0.511879
-0.210803,-0.798723,-0.526304
-0.222010,-0.790999,-0.504550
-0.214049,-0.804073,-0.497951
-0.211413,-0.795991,-0.479553
-0.204341,-0.801006,-0.498218
-0.204341,-0.801006,-0.498218
-0.209649,-0.797841,-0.509180
-0.212455,-0.797998,-0.506006
-0.212688,-0.801317,-0.493390
-0.214033,-0.808196,-0.504045
-0.197236,-0.800398,-0.512406
-0.207091,-0.809355,-0.508797
-0.225003,-0.808237,-0.508554
-0.213693,-0.794918,-0.512345
-0.202522,-0.797180,-0.524931
-0.215219,-0.800832,-0.508981
-0.212393,-0.802014,-0.515228
-0.212722,-0.808331,-0.499377
-0.212663,-0.799871,-0.493443
-0.196105,-0.799570,-0.493718
-0.218239,-0.807040,-0.497775
-0.203137,-0.797232,-0.481201
-0.204691,-0.805984,-0.479293
-0.214260,-0.807339,-0.486898
-0.214061,-0.797166,-0.488836
-0.219649,-0.797427,-0.484053
-0.198700,-0.796461,-0.501598
-0.218232,-0.802863,-0.493245
-0.222200,-0.795604,-0.496571
-0.216965,-0.801713,-0.483939
-0.200233,-0.792684,-0.486098
-0.193387,-0.796842,-0.487616
-0.193387,-0.796842,-0.487616
-0.214207,-0.803055,-0.485495
-0.205656,-0.803655,-0.505907
-0.201570,-0.793995,-0.490713
-0.218177,-0.797188,-0.490331
-0.208784,-0.805953,-0.482352
-0.212745,-0.808385,-0.497813
-0.207027,-0.798111,-0.499843
-0.223703,-0.815333,-0.511436
-0.211034,-0.800650,-0.512177
-0.215056,-0.785198,-0.501751
-0.212512,-0.791198,-0.493764
-0.209885,-0.802552,-0.498073
