0.24708,-1.09736,0.93322
0.24592,-1.09562,0.9338
0.25114,-1.0991,0.93264
0.24476,-1.09678,0.9396
0.24476,-1.09678,0.9396
0.2407,-1.09794,0.93322
0.24824,-1.09968,0.93206
0.2465,-1.0962,0.93032
0.24128,-1.09678,0.93148
0.2494,-1.09562,0.93902
0.24534,-1.10084,0.9367
0.2523,-1.09678,0.9338
0.25056,-1.09736,0.9338
0.2494,-1.09562,0.93032
0.25172,-1.09736,0.93554
0.25346,-1.09736,0.93554
0.24766,-1.10258,0.93902
0.24766,-1.10084,0.93554
0.25056,-1.10084,0.93554
0.24824,-1.09562,0.93612
0.2523,-1.09794,0.93612
0.24882,-1.10258,0.92858
0.24128,-1.10606,0.93206
0.24476,-1.09794,0.93032
0.24592,-1.0991,0.93786
0.2494,-1.09794,0.93612
0.24592,-1.09736,0.94134
0.24766,-1.09562,0.9396
0.2494,-1.10316,0.94076
0.24766,-1.09852,0.93786
0.2465,-1.09678,0.93786
0.2465,-1.09678,0.93786
0.2523,-1.09794,0.92684
0.25172,-1.09852,0.92916
0.25462,-1.09736,0.92974
0.2465,-1.0933,0.93438
0.2494,-1.09736,0.93496
0.24824,-1.0962,0.93554
0.24708,-1.0933,0.93786
0.25578,-1.09736,0.9338
0.25172,-1.09562,0.93438
0.25346,-1.102,0.92684
0.24766,-1.09968,0.93612
0.24882,-1.09736,0.9251
0.24882,-1.09388,0.9309
0.24882,-1.09388,0.9309
0.25172,-1.09968,0.92684
0.25056,-1.09852,0.92278
0.2494,-1.09504,0.9338
0.24476,-1.10084,0.93322
0.24244,-1.09214,0.9367
0.24824,-1.09736,0.9367
0.24708,-1.09794,0.93438
0.24244,-1.0962,0.93844
0.2465,-1.09678,0.93554
0.24476,-1.0962,0.93264
0.24418,-1.09504,0.9309
0.25056,-1.09272,0.9338
0.25056,-1.09388,0.93148
0.25114,-1.09388,0.93148
0.24476,-1.09562,0.93902
0.24708,-1.08924,0.93786
0.24476,-1.09446,0.93438
0.2436,-1.0991,0.9396
0.24592,-1.09504,0.94018
0.24766,-1.09678,0.94308
0.24244,-1.0962,0.93264
0.2436,-1.0991,0.93554
0.2407,-1.09388,0.94018
0.24012,-1.09562,0.93902
0.24476,-1.09272,0.93844
0.24824,-1.09214,0.93844
0.24824,-1.09214,0.93844
0.24708,-1.09562,0.9367
0.24882,-1.09504,0.9338
0.24244,-1.09388,0.9338
0.24766,-1.09504,0.93206
0.24186,-1.09214,0.9367
0.24708,-1.0933,0.94134
0.24302,-1.0962,0.94134
0.2436,-1.09852,0.93554
0.24708,-1.0962,0.93032
0.24244,-1.09272,0.93844
0.24592,-1.09794,0.94076
0.24708,-1.09446,0.94772
0.24998,-1.09678,0.94076
0.24998,-1.09678,0.94076
0.24766,-1.09562,0.9367
0.2465,-1.09562,0.93786
0.2465,-1.09678,0.9425
0.24592,-1.09968,0.93844
0.25288,-1.09678,0.93554
0.24882,-1.10026,0.9367
0.24128,-1.09968,0.9367
0.24592,-1.09446,0.93554
0.25056,-1.09562,0.9309
0.24534,-1.09678,0.9367
0.2465,-1.09736,0.93438
0.2465,-1.09968,0.94018
0.2465,-1.0962,0.9425
0.25346,-1.0962,0.9425
0.24418,-1.0991,0.94076
0.25056,-1.09504,0.94714
0.24998,-1.09852,0.94772
0.24592,-1.0991,0.94482
0.24592,-1.09504,0.94424
0.2436,-1.09504,0.94598
0.2523,-1.09504,0.9396
0.24418,-1.09736,0.9425
0.24244,-1.09446,0.94134
0.24476,-1.09678,0.94598
0.25172,-1.0933,0.9454
0.25462,-1.09504,0.94482
0.25462,-1.09504,0.94482
0.24592,-1.09736,0.9454
0.2494,-1.09794,0.93786
0.25114,-1.09388,0.94366
0.24418,-1.09504,0.94366
0.24824,-1.09852,0.94656
0.2465,-1.09968,0.94076
0.24882,-1.09562,0.94018
0.24186,-1.10258,0.93554
0.24708,-1.09678,0.93554
0.24534,-1.0904,0.9396
0.2465,-1.09272,0.9425
0.24766,-1.09736,0.94076
0.24476,-1.0933,0.9367
0.24476,-1.0933,0.9367
0.24824,-1.09272,0.94076
0.2494,-1.10084,0.9425
0.24766,-1.0991,0.94308
0.2465,-1.09794,0.94366
0.24998,-1.09852,0.94192
0.2465,-1.09736,0.93844
0.24534,-1.09562,0.93786
0.24244,-1.09794,0.93728
0.24592,-1.10258,0.93612
0.2436,-1.10432,0.93612
0.24824,-1.09794,0.93612
0.2465,-1.10142,0.93728
0.2465,-1.09388,0.94018
0.25056,-1.09388,0.94018
0.24302,-1.09446,0.93322
0.24766,-1.09562,0.9367
0.24766,-1.10026,0.92626
0.24998,-1.10084,0.93438
0.2465,-1.09678,0.93786
0.24418,-1.10374,0.93322
0.2436,-1.09678,0.93902
0.24244,-1.0991,0.93264
0.24766,-1.10084,0.9367
0.24534,-1.0962,0.9367
0.24244,-1.10084,0.94076
0.24708,-1.10084,0.94018
0.24708,-1.10084,0.94018
0.24418,-1.10026,0.93728
0.2436,-1.0991,0.94076
0.24592,-1.10432,0.94018
0.25172,-1.10026,0.94134
0.24534,-1.09794,0.94018
0.2465,-1.0962,0.9338
0.25114,-1.0991,0.93728
0.24882,-1.10084,0.9425
0.24766,-1.09678,0.94076
0.24882,-1.09678,0.94134
